id,label,class,text
3757,0,Legitimate,"Hi Sarah, following up on our meeting last Friday. Please find the client deck attached for your review. Let me know if you have any questions. Best, Ankit"
3758,0,Legitimate,"Nicole - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
3759,1,Phishing,"Final warning: Your Spotify account will be disabled in 24 hours unless you verify your security question answers at http://acct-recover.ga/verify immediately."
3760,0,Legitimate,"Can you send me the updated figures for the monthly KPIs? I need them before the board meeting on Wednesday."
3761,1,Phishing,"Dear customer, your Gmail subscription has expired. Please log in now and update your login credentials to renew, or your service will be locked."
3762,2,AI-Generated,"Dear user, We are pleased to inform you we have introduced new functionalities that we believe you will appreciate. We strive to maintain the highest standards of quality. We kindly request your attention to this matter. Should you have any questions, please do not hesitate to contact us. Respectfully, Customer Support"
3763,2,AI-Generated,"Dear valued user, We trust that this communication finds you in good spirits. We wish to inform you we have refined our processes to deliver an enhanced user experience. Going forward, we will continue to enhance our offerings. Should you have any questions, please do not hesitate to contact us. Best wishes, The Service Team"
3764,0,Legitimate,"The operations team has finished the budget proposal for review. Please share your thoughts and any revisions needed by end of week."
3765,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the release notes, 2) review with HR, 3) ship by next week."
3766,1,Phishing,"URGENT: Suspicious login detected on your MetaMask account from an unknown device. Go to this URL to secure your account or it will be frozen in the next 6 hours."
3767,1,Phishing,"Congratulations! You have won $10000. Update now and verify your login credentials to claim your prize. Hurry, offer expires right now."
3768,2,AI-Generated,"Dear subscriber, We are reaching out to share some important updates. We trust this communication reaches you well. that our team has been working diligently to bring you these improvements. Additionally, we have made significant improvements to enhance your overall experience. Should you have any questions, please do not hesitate to contact us. Kind regards, The Operations Team"
3769,2,AI-Generated,"Dear user, Please be informed that that our platform has undergone a comprehensive upgrade to better serve you. We remain committed to providing exceptional service. We appreciate your prompt attention to this matter. Kind regards, The Operations Team"
3770,0,Legitimate,"Hey Laura, quick question about the API spec - do you have a moment to chat 10am? Only takes 10 minutes. Thanks!"
3771,1,Phishing,"IRS notice: You owe unpaid taxes. Confirm right away and provide your billing information within 12 hours to avoid police involvement."
3772,2,AI-Generated,"Hello there, We are writing to inform you that following a thorough review, your membership has been thoughtfully extended for your convenience. We value the relationship we have built with you. Thank you for your cooperation and understanding. Sincerely, The Support Team"
3773,1,Phishing,"URGENT: Your MetaMask email storage is full. Click here http://login-secure.cf/auth to upgrade and confirm your social security number or lose all messages today."
3774,2,AI-Generated,"Dear valued customer, It has come to our attention that your membership has been thoughtfully extended for your convenience. Rest assured that we are here to assist you at every step. Accordingly, we are pleased to share these updates with you. Should you have any questions, please do not hesitate to contact us. Respectfully, Customer Support"
3775,2,AI-Generated,"Dear customer, Please be informed that your subscription has been seamlessly renewed for another period. We appreciate your continued trust and support. We kindly request your attention to this matter. We look forward to your continued patronage. Yours faithfully, Account Management"
